var2_256_SGVB,var2_256_VNPC,var2_512_SGVB,var2_512_VNPC,var2_1024_SGVB,var2_1024_VNPC
282.6370473,6310.437911,289.0906005,9343.666535,359.865221,26607.70385
315.9428606,5065.768326,285.6176779,8286.357697,325.3717206,14682.85149
328.2099593,5586.035228,389.9049752,9134.462219,304.1612303,18206.24829
268.4436777,4856.465317,366.7746799,14279.57495,352.547894,18387.2577
332.2736373,7109.242978,381.2544644,8157.89742,322.2744389,16957.35174
259.3365147,6706.764999,404.3346548,8865.112,338.1952977,14566.34618
353.5371397,6710.134905,304.3989098,9355.06918,362.1457722,17655.42341
273.7050641,5515.722092,301.4587564,8870.722378,299.5161476,19011.36081
259.022835,4957.74632,304.8266406,11284.11802,362.1880612,18739.87346
279.8636622,4842.725981,299.5540383,9166.023281,355.669131,15142.77391
278.1684537,8545.875747,283.0304568,9977.300878,350.7421558,15735.30593
285.3448327,6210.70706,284.5880084,11986.96573,393.7605824,12944.24275
320.0177753,5119.847519,278.9528942,7776.245759,396.9322004,15348.43861
336.173768,6465.238175,280.5210748,10877.63669,350.9967062,20361.40784
264.9143481,5473.121963,363.4865167,9096.983595,335.3080871,21626.43722
270.5822854,5017.86862,282.9369109,10234.72731,348.1529582,18508.75382
273.0720489,4946.705218,291.0700212,9155.999212,458.0323017,20459.23465
276.3135514,5682.122725,289.1150243,10964.17521,335.830024,19652.27983
328.5681951,5533.253629,381.8344982,10634.06776,394.1506226,17847.52612
277.5748439,6243.552957,282.4443505,7928.466587,353.0379076,16366.35302
303.5689728,5248.819411,287.5309975,10408.12455,351.4406843,18511.33308
330.1683483,6187.989968,293.5801842,7875.015635,315.7233126,19127.27052
278.9456549,5214.511472,302.1852796,8563.809304,392.1890333,17533.84536
265.6598322,5021.782961,283.5969336,8535.401806,350.2079661,17737.74388
268.3142138,6284.160932,298.3644753,8224.110083,422.0554883,19669.41589
271.9476271,5438.126112,304.2172859,9063.146576,266.3029077,19465.23001
309.5940487,6847.751081,290.3534133,13244.45408,307.7616558,27767.41652
269.9664693,5139.704592,333.0143342,9091.296095,358.2700129,19610.96935
263.0519762,5342.261461,288.2398343,10523.09105,364.1608002,17565.92282
331.9586868,5090.548512,366.4607806,13100.56397,355.6051514,19545.72935
269.2903955,4849.242324,294.4302926,7982.287184,353.0625658,18385.49577
262.901464,5475.805424,381.1061137,10130.68217,347.2755663,17661.04498
333.0713425,5106.834199,284.1081715,10614.82557,354.240412,18249.01384
278.2637532,5284.918924,308.3723896,9330.401444,311.1208582,16895.40535
328.6166294,5920.80371,321.8035095,10393.96599,313.2195764,16372.85443
330.6061132,5042.161401,458.9944274,9698.404709,336.7309558,20481.07789
330.9153531,5728.756669,300.5578427,9752.351563,403.3444138,20402.29217
297.7528112,5592.400769,303.5755336,9227.64734,395.2856579,15703.17352
331.194293,4894.840953,293.7987223,8502.620471,317.3034878,14356.92999
279.7109332,5350.150649,315.5558589,9336.713615,358.6945481,17130.09308
279.7608957,5966.264826,290.3182266,8408.864186,300.3558819,14327.78073
279.4282882,6584.493986,302.0005391,10116.08922,408.1926856,16827.21389
275.8924487,5040.429129,285.9363792,11382.20853,350.8437936,18838.34389
330.0493979,5029.64189,287.9063261,9926.445017,323.3687005,15285.76295
339.1009691,4675.094154,289.9038539,8769.792662,394.429111,15755.78112
284.9203041,5680.396648,309.773896,9495.271339,486.9508209,15404.57569
277.3408377,5436.396167,336.4532907,8706.756899,311.2940409,31193.01192
285.0590334,6598.49486,294.3114903,10154.56448,393.9042165,17459.9207
267.7282155,5572.931484,387.7080958,9068.674005,325.9193041,15385.22373
273.9502506,4944.014354,287.3032706,13466.43504,312.6696746,18290.95945
276.1160948,5755.122958,292.3737462,11741.3843,357.8406613,21212.24219
265.0038683,5954.306901,338.7671239,10965.95706,313.6979151,17125.05687
324.5130649,5050.573037,291.5577841,8659.785435,307.7138419,20774.29133
336.675555,5348.533476,400.6171324,9721.570674,349.1402841,19653.80745
335.0636926,4780.436489,289.8676078,7942.036154,359.4045358,18090.84062
286.0387211,5495.700586,361.4015529,10232.15306,316.7952509,18851.69637
282.644079,5583.374132,283.5230234,14588.51297,348.1054871,22508.08612
335.1727185,5370.234535,462.4725907,9529.550382,321.2737641,14908.37949
330.5991156,5948.880687,307.8787506,12821.45873,317.1982348,18215.81434
317.6229975,5698.430367,295.9460702,10281.63646,344.165,26917.47887
337.0310133,6495.89546,281.0614884,10882.76911,422.6945007,14909.60921
330.6435583,5042.153505,306.426476,10049.87058,351.6212375,20349.90428
268.234386,4869.646823,406.0568466,9889.877231,328.2351341,19740.34997
262.2086163,5622.385775,305.619293,9684.560658,344.4911056,17065.18417
323.2219937,5461.687433,277.981241,10236.89922,380.3486373,20519.2188
341.1745009,4983.894148,285.5856886,8110.276962,424.1255901,17020.22435
271.5042231,8033.454337,282.2942417,11171.17438,316.0820482,14694.24182
258.7597959,5755.45244,305.3709962,9184.240875,436.5395892,20638.68934
279.1336129,7150.548221,311.5779505,12184.11926,470.8569078,15462.60185
330.8009663,5949.802099,285.7544222,8085.401193,309.959363,21446.36292
277.4463067,4919.454085,286.882309,9134.865069,313.477371,18339.42065
330.9499977,4706.495672,283.4517486,13692.04064,311.6270084,22271.58301
280.4131067,4870.487525,286.4317663,10005.68294,317.0177717,21451.21822
317.1596143,4869.74601,282.3910823,13544.51971,303.6106174,18921.32003
284.1734083,4945.905187,375.8024852,8657.838113,363.5340695,18111.00624
288.4733992,5188.653046,276.8430774,8528.606628,306.9662733,17472.14521
268.9229681,4733.900639,298.841471,9774.013617,318.2303133,18412.80131
284.5274143,6233.967164,299.0807848,8809.825182,338.3384924,15434.71317
280.5365777,5086.021067,359.1925161,8363.635556,357.2169611,18734.04516
262.2375879,5074.502157,287.058291,8992.936483,361.6262431,19057.64132
345.8463523,5912.048741,308.8316016,7619.938741,332.4452522,25956.5515
276.5068786,5711.36095,282.5219562,11224.17845,349.0253229,21466.65709
284.1409578,6611.661936,299.8558769,8440.700491,357.8556609,19165.05521
267.0113416,5630.167634,302.502301,8378.661411,350.6859305,14576.70535
269.9849401,6013.684726,366.0929961,9714.886444,354.4600947,16405.23189
331.1209924,5931.480671,286.0737784,8048.145957,314.1656303,22512.41771
276.7956154,5541.807688,360.4096713,8663.392751,355.0287476,18043.62749
333.9909635,5265.079183,297.4288337,7630.644797,324.9633951,16117.00046
335.5787911,5020.712522,406.307585,8591.725469,313.4933834,14870.28508
278.6699662,6305.044096,278.4675517,10604.47086,360.2390494,19288.82579
337.9890628,10184.21766,288.5992262,21547.40925,406.0464611,14978.88025
275.6718168,4620.562999,303.9899361,8531.888276,436.7077591,20141.58115
333.2946277,4833.150902,299.1807518,9514.040216,466.8380725,26141.7448
267.4633064,4938.438527,299.2591207,8394.554471,321.7998629,16398.00585
324.0153005,5522.640829,282.108052,8260.303296,359.9201531,16646.96323
268.5651877,7137.447757,298.7964921,7932.162173,499.4466009,19262.83229
322.2459931,5821.344329,294.5590332,8590.464146,355.5450871,17339.01403
265.7373011,4832.336757,294.3388619,9091.459128,313.7307334,19263.97583
331.3157613,5935.415046,278.487359,9999.472336,422.8627424,18954.12792
340.7233374,5537.901216,284.9015567,9449.562015,306.3656442,17599.93065
339.467474,6757.808004,313.1953583,9065.640563,314.9473443,16450.6118
310.3872948,6596.078283,299.0606594,9063.096273,350.6726043,17167.77991
332.9344914,4952.922274,326.8128874,12758.90099,358.1236596,26297.06739
334.4984808,4670.428065,299.0063975,13342.2547,321.6841898,15872.31994
340.3962448,6543.432552,282.0803261,10294.289,349.6457109,16622.37918
259.0620093,5552.462749,397.1815319,10759.61522,335.5237076,16932.59285
262.0080783,6094.114893,308.3574388,8200.081572,341.5601745,17030.02786
320.747303,4795.352416,309.7942064,10185.12384,358.9733496,15487.53856
285.9889164,5231.604367,293.8394248,8332.120871,300.8501091,15038.77828
330.9204526,5561.229621,313.3413904,16874.13237,316.6948447,23952.25861
288.6877747,5062.665401,285.2130649,12412.49827,350.8039932,14283.31342
268.1792014,5699.997285,290.2803881,9367.931108,350.5697281,17335.59195
299.5625837,4601.944274,290.0929561,8924.541869,316.9453483,17351.43798
